sample_name	accession_no	age	age_units	animal_name	antibiotic_use	body_habitat	body_product	body_site	clns_testing	collection_device	collection_method	collection_time	collection_time_point	collection_timestamp	current_behavior_of_animal_if_out_of_the_ordinary	date	day_of_diet_transition	deceased	description	diet_beef_quantity	diet_beef_quantity_units	diet_composition	diet_consumption	diet_horse_quantity	diet_horse_quantity_units	diet_intervention	diet_offered	dna_extracted	dob	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fecal_score	feeding_phase_categorical	feeding_phase_continuous	filename	geo_loc_name	healthy_liver	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	inj_num	latitude	latitude_units	life_stage	liver_health	longitude	longitude_units	medical_or_chronic_problems	medication_amoxicillin	medication_cefalexin	medication_clavamox	medication_denamarin	medication_famotidine	medication_flagyl	medication_lactalose	medication_meloxicam	medication_omezaprole	medication_zofran	ms_sample_name	physical_specimen_location	physical_specimen_remaining	plate_num	position	qiita_study_id	sample_processing	sample_type	sampled_location	scientific_name	sex	sex_mf	sibling	source	stool_other	supplement_given	taxon_id	time_feces	time_feces_collected	time_feces_sampled	time_of_day_feces_collected	time_point	time_point_units	time_to_process	time_to_process_units	title
11872.G85310	615483	11.25	years	MOJA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	31	2/15/18	Lead reports animals seem to like meat served 'cold'	2/15/18	DAY 24	no	stool	4	lb	beef	100% consumption	0	lb	yes	Offerred 4 lbs beef	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85310_BA7_01_35201.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MOJA	32536	not provided	missing: not provided	35201	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85310	UCSD: Dorrestein lab	TRUE	2	BA7	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	9:00:00	13:56:00	am	not provided	Not applicable	15	min	SD Cheetahs
11872.G85311	617358/617357	8.25	years	STRIKE/RANGER	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	31	2/15/18	Lead reports animals seem to like meat served 'cold'	2/15/18	DAY 16 DIET CHANGE	no	stool	0.25	lb	horse_beef	100% consumption	4	lb	yes	Offered 4 lbs horsemeat with 1/4 lb beef	TRUE	4/10/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G85311_BH4_01_35297.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER	32536	not provided	missing: not provided	35297	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85311	UCSD: Dorrestein lab	TRUE	2	BH4	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	8:00:00	13:59:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85312	617358/617357	8.25	years	STRIKE/RANGER2	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	No liver biopsy or blood drawn	tube; swube	manually	not applicable	31	2/15/18	Lead reports animals seem to like meat served 'cold'	2/15/18	DAY 16 DIET CHANGE	no	stool	0.25	lb	horse_beef	100% consumption	4	lb	yes	Offered 4 lbs horsemeat with 1/4 lb beef	TRUE	4/16/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	4	phase 2	2	G85312_BG6_01_35286.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER2	32536	not provided	missing: not provided	35286	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85312	UCSD: Dorrestein lab	TRUE	2	BG6	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	8:00:00	14:02:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85313	613245	11.08	years	ADDISON	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	32	2/16/18	none reported	2/16/18	DAY 25	no	stool	3	lb	beef	100% consumption	0	lb	yes	Offered 3.0 lbs beef	TRUE	6/15/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	1	phase 3	3	G85313_RE2_01_35137.mzXML	USA:CA:San Diego	TRUE	11.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ADDISON	32536	not provided	missing: not provided	35137	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85313	UCSD: Dorrestein lab	TRUE	1	RE2	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	10:00:00	15:40:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85314	605313	12.91	years	MAKENA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	CLNS	tube; swube	manually	not applicable	32	2/16/18	none reported	2/16/18	Day 25	no	stool	3.5	lb	beef	100% consumption	0	lb	no	Offered 3.5 lbs beef	TRUE	8/9/05	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 1	1	G85314_RG9_01_35174.mzXML	USA:CA:San Diego	FALSE	12.91	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MAKENA	32536	not provided	missing: not provided	35174	33.0974	Decimal degrees	adult	CLNS	116.9957	Decimal degrees	Denamarin and lactalose daily until further notice	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	G85314	UCSD: Dorrestein lab	TRUE	1	RG9	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	DENAMARIN	not applicable	white pieces	denamarin	1861841	not collected	9:40:00	15:43:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85315	615483	11.25	years	MOJA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	32	2/16/18	none reported	2/16/18	DAY 25	no	stool	3.5	lb	beef	100% consumption	0	lb	yes	Offered 3.5 lbs beef	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85315_BH2_01_35295.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MOJA	32536	not provided	missing: not provided	35295	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85315	UCSD: Dorrestein lab	TRUE	2	BH2	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	A lot of hair	no	1861841	not collected	10:15:00	15:46:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85316	617593	6.08	years	SANAA	yes	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy; healthy	tube; swube	manually	not applicable	32	2/16/18	none reported	2/16/18	not collected	no	stool	3.5	lb	beef	100% consumption	0	lb	no	Offered 3.5 lbs beef	TRUE	6/14/12	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 1	1	G85316_RD11_01_35131.mzXML	USA:CA:San Diego	TRUE	6.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	SANAA	32536	not provided	missing: not provided	35131	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	G85316	UCSD: Dorrestein lab	TRUE	1	RD11	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	9:40:00	15:49:00	am	not provided	Not applicable	35	min	SD Cheetahs
11872.G85317	617358/617357	8.25	years	STRIKE/RANGER	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	32	2/16/18	none reported	2/16/18	DAY 17 DIET CHANGE	no	stool	0.25	lb	horse_beef	100% consumption	4	lb	yes	Offered 4 lbs horsemeat with 1/4 lb beef	TRUE	4/10/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G85317_RA11_01_35089.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER	32536	not provided	missing: not provided	35089	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85317	UCSD: Dorrestein lab	TRUE	1	RA11	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	white pieces, fibrous	no	1861841	not collected	8:00:00	15:52:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85318	617358/617357	8.25	years	STRIKE/RANGER2	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	No liver biopsy or blood drawn	tube; swube	manually	not applicable	32	2/16/18	none reported	2/16/18	DAY 17 DIET CHANGE	no	stool	0.25	lb	horse_beef	100% consumption	4	lb	yes	Offered 4 lbs horsemeat with 1/4 lb beef	TRUE	4/16/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G85318_RD6_01_35125.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER2	32536	not provided	missing: not provided	35125	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85318	UCSD: Dorrestein lab	TRUE	1	RD6	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	8:00:00	15:55:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85319	613245	11.08	years	ADDISON	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	33	3/9/18	none reported	3/9/18	DAY 46	no	stool	3	lb	beef	100% consumption	0	lb	yes	3 lbs beef	TRUE	6/15/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85319_BE8_01_35263.mzXML	USA:CA:San Diego	TRUE	11.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ADDISON	32536	not provided	missing: not provided	35263	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85319	UCSD: Dorrestein lab	TRUE	2	BE8	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	white pieces	no	1861841	not collected	9:00:00	14:50:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85320	614143	11.25	years	ALLY	yes	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	33	3/9/18	none reported	3/9/18	DAY 46	no	stool	0	lb	horse	100% consumption	3	lb	yes	3 lbs horsemeat	TRUE	5/1/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85320_RE11_01_35147.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ALLY	32536	not provided	missing: not provided	35147	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	March 6 - 13 - Cefalexin 1000 mg BID	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85320	UCSD: Dorrestein lab	TRUE	1	RE11	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	white pieces	no	1861841	not collected	9:07:00	14:53:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85321	615482	11.25	years	AMANI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	33	3/9/18	none reported	3/9/18	DAY 46	no	stool	4	lb	beef	1	0	lb	yes	4 lbs beef	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85321_BH9_01_35303.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	AMANI	32536	not provided	missing: not provided	35303	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85321	UCSD: Dorrestein lab	TRUE	2	BH9	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	9:14:00	14:56:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85322	616606	4.66	years	APOLLO	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy; stem cell donor to cheetah Makena	tube; swube	manually	not applicable	33	3/9/18	none reported	3/9/18	DAY 46	no	stool	4	lb	beef	100% consumption	0	lb	yes	4 lbs beef	TRUE	11/12/13	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85322_RD9_01_35129.mzXML	USA:CA:San Diego	TRUE	4.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	APOLLO	32536	not provided	missing: not provided	35129	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85322	UCSD: Dorrestein lab	TRUE	1	RD9	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	9:21:00	14:59:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85323	617129	3.66	years	BLUE	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; healthy	tube; swube	manually	not applicable	33	3/9/18	none reported	3/9/18	DAY 46	no	stool	3.5	lb	beef	100% consumption	0	lb	yes	3.5 lbs beef	TRUE	11/24/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85323_RC9_01_35349.mzXML	USA:CA:San Diego	TRUE	3.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	BLUE	32536	not provided	missing: not provided	35349	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85323	UCSD: Dorrestein lab	TRUE	3	RC9	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	9:28:00	15:02:00	am	not provided	Not applicable	45 min	min	SD Cheetahs
11872.G85324	615483	11.25	years	MOJA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	33	3/9/18	none reported	3/9/18	DAY 46	no	stool	4	lb	beef	100% consumption	0	lb	yes	4 lbs beef	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85324_RG8_01_35173.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MOJA	32536	not provided	missing: not provided	35173	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85324	UCSD: Dorrestein lab	TRUE	1	RG8	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	not collected	9:35:00	15:05:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85325	614362	4	years	PUMZIKA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	33	3/9/18	none reported	3/9/18	DAY 46	no	stool	4	lb	beef	100% consumption	0	lb	yes	4 lbs beef	TRUE	7/13/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85325_RA7_01_35321.mzXML	USA:CA:San Diego	TRUE	4	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	PUMZIKA	32536	not provided	missing: not provided	35321	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85325	UCSD: Dorrestein lab	TRUE	3	RA7	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	white pieces	no	1861841	not collected	9:42:00	15:08:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85326	617358/617357	8.25	years	STRIKE/RANGER	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	33	3/9/18	none reported	3/9/18	DAY 38 DIET TRANSITION	no	stool	1	lb	horse_beef	100% consumption	1	lb	yes	3 lbs horsemeat and 1 lb beef	TRUE	4/10/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G85326_RC8_01_35348.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER	32536	not provided	missing: not provided	35348	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85326	UCSD: Dorrestein lab	TRUE	3	RC8	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	9:49:00	15:11:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85327	617358/617357	8.25	years	STRIKE/RANGER2	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	No liver biopsy or blood drawn	tube; swube	manually	not applicable	33	3/9/18	none reported	3/9/18	DAY 38 DIET TRANSITION	no	stool	1	lb	horse_beef	100% consumption	1	lb	yes	3 lbs horsemeat and 1 lb beef	TRUE	4/16/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G85327_BC11_01_35231.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER2	32536	not provided	missing: not provided	35231	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85327	UCSD: Dorrestein lab	TRUE	2	BC11	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	9:56:00	15:14:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85328	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not provided	not provided	12:15:00	34	3/23/18	not applicable	not applicable	not applicable	no	Solka-floc / Beet Pulp 50:50 ratio	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	TRUE	not applicable	193	meters	host-associated	animal	animal corpus	research facility	animal habitation	animal feed	host-associated	not applicable	not applicable	not applicable	G85328_10x_BC8_01_35824.mzXML	USA:CA: San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	35824	32.842	Decimal degrees	not applicable	not applicable	-117.258	Decimal degrees	not applicable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85328	Dorrestein Lab	TRUE	7	BC8	11872	not applicable	medication	CBC	food metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	870727	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	SD Cheetahs
11872.G85329	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not provided	not provided	12:19:00	34	3/23/18	not applicable	not applicable	not applicable	no	Irrigation water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	TRUE	not applicable	193	meters	host-associated	free-living	non-saline	research facility	animal habitation	drinking water	water (non-saline)	not applicable	not applicable	not applicable	G85329_BA7_01_35804.mzXML	USA:CA: San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	35804	32.842	Decimal degrees	not applicable	not applicable	-117.258	Decimal degrees	not applicable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85329	Dorrestein Lab	TRUE	7	BA7	11872	not applicable	water	CBC	freshwater metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	449393	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	SD Cheetahs
11872.G85330	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not provided	not provided	12:23:00	34	3/23/18	not applicable	not applicable	not applicable	no	Drinking water - Makena's pen	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	TRUE	not applicable	193	meters	free-living	non-saline	water (non-saline)	research facility	animal habitation	animal feed	water	not applicable	not applicable	not applicable	G85330_BB7_01_35805.mzXML	USA:CA: San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	35805	32.842	Decimal degrees	not applicable	not applicable	-117.258	Decimal degrees	not applicable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85330	Dorrestein Lab	TRUE	7	BB7	11872	not applicable	water	CBC	freshwater metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	449393	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	SD Cheetahs
11872.G85331	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not provided	not provided	12:27:00	34	3/23/18	not applicable	not applicable	not applicable	no	Grass mix - kikuya / bermuda	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	TRUE	not applicable	193	meters	host-associated	plant	plant surface	research facility	animal habitation	animal feed	plant-associated	not applicable	not applicable	not applicable	G85331_10x_BB8_01_35832.mzXML	USA:CA: San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	35832	32.842	Decimal degrees	not applicable	not applicable	-117.258	Decimal degrees	not applicable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85331	Dorrestein Lab	TRUE	7	BB8	11872	not applicable	grass	CBC	plant metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1297885	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	SD Cheetahs
11872.G85332	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not provided	not provided	12:31:00	34	3/23/18	not applicable	not applicable	not applicable	no	Berries - Makena's pen	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	TRUE	not applicable	193	meters	host-associated	plant	plant surface	research facility	animal habitation	animal feed	plant-associated	not applicable	not applicable	not applicable	G85332_10x_BF8_01_35834.mzXML	USA:CA: San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	35834	32.842	Decimal degrees	not applicable	not applicable	-117.258	Decimal degrees	not applicable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85332	Dorrestein Lab	TRUE	7	BF8	11872	not applicable	berry	CBC	plant metagenome	not applicable	not applicable	not applicable	Pepper tree	not applicable	not applicable	1297885	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	SD Cheetahs
11872.G85333	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not provided	not provided	12:35:00	34	3/23/18	not applicable	not applicable	not applicable	no	Leaves and stem - Makena's pen	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	TRUE	not applicable	193	meters	host-associated	plant	plant surface	research facility	animal habitation	animal feed	plant-associated	not applicable	not applicable	not applicable	G85333_10x_BE8_01_35830.mzXML	USA:CA: San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	35830	32.842	Decimal degrees	not applicable	not applicable	-117.258	Decimal degrees	not applicable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85333	Dorrestein Lab	TRUE	7	BE8	11872	not applicable	grass	CBC	plant metagenome	not applicable	not applicable	not applicable	Pepper tree	not applicable	not applicable	1297885	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	SD Cheetahs
